202101|O1|1|1|1500.0|0|0.0|0|1500.0|140.25|0|140.25|1359.75
202101|O2|2|2|100.0|0|0.0|0|100.0|9.35|0|9.35|90.65
202109|O1|1|1|1500.0|61.25|0.0|0|1561.25|140.25|0|140.25|1421.0
202109|O2|2|2|100.0|0|0.0|0|100.0|9.35|100.0|109.35|-9.35
202109|O1|1|1|1500.0|61.25|0.0|0|1561.25|140.25|0|140.25|1421.0
202109|O2|2|2|100.0|0|0.0|0|100.0|9.35|100.0|109.35|-9.35
202109|O1|1|1|1500.0|61.25|0|0|1561.25|140.25|0|140.25|1421.0
202109|O2|2|2|1000.0|0|0|0|1000.0|93.5|100.0|193.5|806.5
202109|O3|10|1|420.0|0|0|0|420.0|39.27|0|39.27|380.73
202109|O1|1|1|1500.0|61.25|0|0|1561.25|140.25|0|140.25|1421.0
202109|O2|2|2|1000.0|0|0|0|1000.0|93.5|100.0|193.5|806.5
202109|O3|10|1|420.0|0|0|0|420.0|39.27|0|39.27|380.73
202109|O1|1|1|1500.0|61.25|0|0|1561.25|140.25|0|140.25|1421.0
202109|O2|2|2|1000.0|0|0|0|1000.0|93.5|78.75|172.25|827.75
202109|O3|10|1|420.0|0|0|0|420.0|39.27|0|39.27|380.73
202109|O1|1|1|1500.0|61.25|0|0|1561.25|140.25|82.25|222.5|1338.75
202109|O2|2|2|1000.0|0|0|0|1000.0|93.5|78.75|172.25|827.75
202109|O3|10|1|420.0|0|0|0|420.0|39.27|0|39.27|380.73
202109|O1|1|1|1500.0|61.25|0|0|1561.25|140.25|82.25|222.5|1338.75
202109|O2|2|2|1000.0|0|0|0|1000.0|93.5|78.75|172.25|827.75
202109|O3|10|1|420.0|0|0|0|420.0|39.27|0|39.27|380.73
202109|O1|1|1|1500.0|61.25|0|0|1561.25|140.25|82.25|222.5|1338.75
202109|O2|2|2|1000.0|0|0|0|1000.0|93.5|78.75|172.25|827.75
202109|O3|10|1|420.0|0|0|0|420.0|39.27|0|39.27|380.73
202109|O1|1|1|1500.0|61.25|0|0|1561.25|140.25|82.25|222.5|1338.75
202109|O2|2|2|1000.0|0|0|0|1000.0|93.5|78.75|172.25|827.75
202109|O3|10|1|420.0|0|0|0|420.0|39.27|0|39.27|380.73
202109|O1|1|1|1500.0|61.25|166.11|0|1727.3600000000001|140.25|82.25|222.5|1504.86
202109|O2|2|2|1000.0|0|110.74|0|1110.74|93.5|78.75|172.25|938.49
202109|O3|10|1|420.0|0|46.51|0|466.51|39.27|0|39.27|427.24
202109|O1|1|1|1500.0|61.25|166.11|0|1727.3600000000001|140.25|82.25|222.5|1504.86
202109|O2|2|2|1000.0|0|110.74|0|1110.74|93.5|78.75|172.25|938.49
202109|O3|10|1|420.0|0|46.51|0|466.51|39.27|0|39.27|427.24
202109|O1|1|1|1500.0|61.25|0.08|0|1561.33|140.25|82.25|222.5|1338.83
202109|O2|2|2|1000.0|0|0.0|0|1000.0|93.5|78.75|172.25|827.75
202109|O3|10|1|420.0|0|0.46|0|420.46|39.27|0|39.27|381.19
202109|O1|1|1|1500.0|61.25|0.08|0|1561.33|140.25|82.25|222.5|1338.83
202109|O2|2|2|1000.0|0|0.0|0|1000.0|93.5|78.75|172.25|827.75
202109|O3|10|1|420.0|0|0.46|0|420.46|39.27|0|39.27|381.19
202109|O1|1|1|1500.0|124.75|0.49|0|1625.24|1425.0|82.25|1507.25|117.99
202109|O2|2|2|1000.0|0|0.0|0|1000.0|950.0|78.75|1028.75|-28.75
202109|O3|10|1|420.0|0|2.76|0|422.76|399.0|0|399.0|23.76
202109|O4|12|1|1245.6|0|7.78|0|1253.3799999999999|1183.32|0|1183.32|70.06
202109|O1|1|1|1500.0|124.75|0.08|0|1624.83|140.25|82.25|222.5|1402.33
202109|O2|2|2|1000.0|104.67|0.0|0|1104.67|93.5|78.75|172.25|932.42
202109|O3|10|1|420.0|0|0.46|0|420.46|39.27|0|39.27|381.19
202109|O4|12|1|1245.6|0|1.3|0|1246.8999999999999|116.46|0|116.46|1130.44
